config_categorie,legacy_parameter_name,parameter,list_name 
retrieve_hass_conf,freq,optimization_time_step
retrieve_hass_conf,days_to_retrieve,historic_days_to_retrieve
retrieve_hass_conf,var_PV,sensor_power_photovoltaics
retrieve_hass_conf,var_load,sensor_power_load_no_var_loads
retrieve_hass_conf,load_negative,load_negative
retrieve_hass_conf,set_zero_min,set_zero_min
retrieve_hass_conf,var_replace_zero,sensor_replace_zero,list_sensor_replace_zero
retrieve_hass_conf,var_interp,sensor_linear_interp,list_sensor_linear_interp
retrieve_hass_conf,method_ts_round,method_ts_round
retrieve_hass_conf,continual_publish,continual_publish
params_secrets,time_zone,time_zone
params_secrets,lat,Latitude
params_secrets,lon,Longitude
params_secrets,alt,Altitude
optim_conf,set_use_battery,set_use_battery
optim_conf,num_def_loads,number_of_deferrable_loads
optim_conf,P_deferrable_nom,nominal_power_of_deferrable_loads,list_nominal_power_of_deferrable_loads
optim_conf,def_total_hours,operating_hours_of_each_deferrable_load,list_operating_hours_of_each_deferrable_load
optim_conf,treat_def_as_semi_cont,treat_deferrable_load_as_semi_cont,list_treat_deferrable_load_as_semi_cont
optim_conf,set_def_constant,set_deferrable_load_single_constant,list_set_deferrable_load_single_constant
optim_conf,def_start_penalty,set_deferrable_startup_penalty,list_set_deferrable_startup_penalty
optim_conf,delta_forecast,delta_forecast_daily
optim_conf,load_forecast_method,load_forecast_method
optim_conf,load_cost_forecast_method,load_cost_forecast_method
optim_conf,load_cost_hp,load_peak_hours_cost
optim_conf,load_cost_hc,load_offpeak_hours_cost
optim_conf,prod_price_forecast_method,production_price_forecast_method
optim_conf,prod_sell_price,photovoltaic_production_sell_price
optim_conf,set_total_pv_sell,set_total_pv_sell
optim_conf,lp_solver,lp_solver
optim_conf,lp_solver_path,lp_solver_path
optim_conf,set_nocharge_from_grid,set_nocharge_from_grid
optim_conf,set_nodischarge_to_grid,set_nodischarge_to_grid
optim_conf,set_battery_dynamic,set_battery_dynamic
optim_conf,battery_dynamic_max,battery_dynamic_max
optim_conf,battery_dynamic_min,battery_dynamic_min
optim_conf,weight_battery_discharge,weight_battery_discharge
optim_conf,weight_battery_charge,weight_battery_charge
optim_conf,weather_forecast_method,weather_forecast_method
optim_conf,def_start_timestep,start_timesteps_of_each_deferrable_load,list_start_timesteps_of_each_deferrable_load
optim_conf,def_end_timestep,end_timesteps_of_each_deferrable_load,list_end_timesteps_of_each_deferrable_load
optim_conf,list_hp_periods,load_peak_hour_periods
plant_conf,P_from_grid_max,maximum_power_from_grid
plant_conf,P_to_grid_max,maximum_power_to_grid
plant_conf,module_model,pv_module_model,list_pv_module_model
plant_conf,inverter_model,pv_inverter_model,list_pv_inverter_model
plant_conf,surface_tilt,surface_tilt,list_surface_tilt
plant_conf,surface_azimuth,surface_azimuth,list_surface_azimuth
plant_conf,modules_per_string,modules_per_string,list_modules_per_string
plant_conf,strings_per_inverter,strings_per_inverter,list_strings_per_inverter
plant_conf,inverter_is_hybrid,inverter_is_hybrid
plant_conf,compute_curtailment,compute_curtailment
plant_conf,Pd_max,battery_discharge_power_max
plant_conf,Pc_max,battery_charge_power_max
plant_conf,eta_disch,battery_discharge_efficiency
plant_conf,eta_ch,battery_charge_efficiency
plant_conf,Enom,battery_nominal_energy_capacity
plant_conf,SOCmin,battery_minimum_state_of_charge
plant_conf,SOCmax,battery_maximum_state_of_charge
plant_conf,SOCtarget,battery_target_state_of_charge
