2021-04-29 00:00:00+00:00,0.065
2021-04-29 00:30:00+00:00,0.065
2021-04-29 01:00:00+00:00,0.065
2021-04-29 01:30:00+00:00,0.065
2021-04-29 02:00:00+00:00,0.065
2021-04-29 02:30:00+00:00,0.065
2021-04-29 03:00:00+00:00,0.065
2021-04-29 03:30:00+00:00,0.065
2021-04-29 04:00:00+00:00,0.065
2021-04-29 04:30:00+00:00,0.065
2021-04-29 05:00:00+00:00,0.065
2021-04-29 05:30:00+00:00,0.065
2021-04-29 06:00:00+00:00,0.065
2021-04-29 06:30:00+00:00,0.065
2021-04-29 07:00:00+00:00,0.065
2021-04-29 07:30:00+00:00,0.065
2021-04-29 08:00:00+00:00,0.065
2021-04-29 08:30:00+00:00,0.065
2021-04-29 09:00:00+00:00,0.065
2021-04-29 09:30:00+00:00,0.065
2021-04-29 10:00:00+00:00,0.065
2021-04-29 10:30:00+00:00,0.065
2021-04-29 11:00:00+00:00,0.065
2021-04-29 11:30:00+00:00,0.065
2021-04-29 12:00:00+00:00,0.065
2021-04-29 12:30:00+00:00,0.065
2021-04-29 13:00:00+00:00,0.065
2021-04-29 13:30:00+00:00,0.065
2021-04-29 14:00:00+00:00,0.065
2021-04-29 14:30:00+00:00,0.065
2021-04-29 15:00:00+00:00,0.065
2021-04-29 15:30:00+00:00,0.065
2021-04-29 16:00:00+00:00,0.065
2021-04-29 16:30:00+00:00,0.065
2021-04-29 17:00:00+00:00,0.065
2021-04-29 17:30:00+00:00,0.065
2021-04-29 18:00:00+00:00,0.065
2021-04-29 18:30:00+00:00,0.065
2021-04-29 19:00:00+00:00,0.065
2021-04-29 19:30:00+00:00,0.065
2021-04-29 20:00:00+00:00,0.065
2021-04-29 20:30:00+00:00,0.065
2021-04-29 21:00:00+00:00,0.065
2021-04-29 21:30:00+00:00,0.065
2021-04-29 22:00:00+00:00,0.065
2021-04-29 22:30:00+00:00,0.065
2021-04-29 23:00:00+00:00,0.065
2021-04-29 23:30:00+00:00,0.065
